farmer_id,location,NDVI,avg_rainfall,avg_temp,crop_type,price_of_crop,farm_size_in_squire_meter,previous_loans_count,defaulted_loans_count,crop_yeild_per_squiremeter,total_yield(ksh),sesional_expense,credict_score,interest_rate,loan_limit,loan_duration
FARM_1133,"""1.60134856513322709758995188167318701744079590,38.1511""",0.41,449,20.7,Sorghum,42,1534,0,0,0.71,45743.88,4960,586,15.4,16887,22
FARM_1134,"""-4.54573319097093797580555474269203841686248779,35.1194""",0.32,540,28.9,Tea,236,489,4,0,1.41,162719.64,18373,626,16.2,62783,14
FARM_1135,"""0.06246544218331351316919608507305383682250977,38.1051""",0.5,434,18.0,Wheat,101,4233,0,0,1.19,508764.27,77345,723,13.5,216861,20
FARM_1136,"""-2.59358929065917687140085945429746061563491821,35.9394""",0.22,575,27.4,Sorghum,79,3904,1,0,0.97,299163.52,40573,642,12.9,117422,17
FARM_1137,"""1.30010695080788440947117123869247734546661377,35.4747""",0.82,533,21.6,Sorghum,49,5618,1,0,0.99,272529.18,18299,564,14.4,98111,9
FARM_1138,"""-3.07839221025357989702797567588277161121368408,34.5187""",0.31,613,15.4,Tomatoes,110,1984,3,0,1.23,268435.2,32845,540,16.7,93952,11
FARM_1139,"""1.72572096435293342864270016434602439403533936,40.1012""",0.82,890,23.1,Coffee,423,5084,2,0,1.03,2215047.96,363908,741,11.0,960777,26
FARM_1140,"""-1.10336127940500183797212230274453759193420410,37.4195""",0.8,473,24.4,Potatoes,43,698,1,1,2.31,69332.34,15271,610,14.6,26289,27
FARM_1141,"""4.01158889525163164790910741430707275867462158,39.0131""",0.52,554,27.2,Coconut,75,1743,1,0,1.45,189551.25,21509,715,10.4,80164,15
FARM_1142,"""-3.42105521944226254049681301694363355636596680,39.8207""",0.55,729,24.7,Coffee,272,3949,3,0,0.52,558546.56,53663,493,15.9,184553,31
FARM_1143,"""-1.52808293523259575152906108996830880641937256,39.4345""",0.41,455,18.7,Potatoes,109,3276,2,0,1.62,578476.08,64995,764,9.1,256458,26
FARM_1144,"""-3.64469625246252171280048059998080134391784668,37.7640""",0.9,891,25.6,Sorghum,78,7562,1,0,0.83,489563.88,65611,520,15.7,167268,21
FARM_1145,"""3.89965064999063404371781871304847300052642822,37.1032""",0.67,459,22.2,Cotton,199,913,0,0,1.01,183503.87,30852,621,14.0,70420,10
FARM_1146,"""3.45925598644312426444002994685433804988861084,37.0077""",0.87,734,16.5,Sugarcane,132,3694,0,0,2.27,1106870.16,242727,618,14.5,423378,18
FARM_1147,"""-2.30114286224905262301376751565840095281600952,39.1204""",0.49,965,21.7,Potatoes,70,523,3,0,2.39,87497.9,7038,860,8.8,42291,10
FARM_1148,"""1.43785162811786548786585626658052206039428711,37.9584""",0.82,454,17.9,Sugarcane,82,290,1,0,2.34,55645.2,10819,605,14.7,20983,24
FARM_1149,"""2.90016646187130788803187897428870201110839844,40.7931""",0.51,500,21.5,Tomatoes,107,2325,0,0,1.9,472672.5,97049,733,12.4,203446,23
FARM_1150,"""0.46336754787499945251738608931191265583038330,40.9976""",0.81,587,24.5,Maize,117,8895,0,0,1.13,1176007.95,215590,561,11.6,421893,6
FARM_1151,"""0.22575037871086056640024253283627331256866455,35.3645""",0.29,705,18.1,Wheat,93,6649,2,0,0.95,587439.15,135244,503,13.8,196547,6
FARM_1152,"""-2.45077369462579941483681977842934429645538330,35.0899""",0.65,667,23.0,Sorghum,47,718,0,0,0.31,10461.26,2335,654,13.9,4158,18
FARM_1153,"""-3.83414425940513758916949882404878735542297363,39.0432""",0.68,696,25.8,Vegetables,60,1634,0,0,1.78,174511.2,41162,804,9.3,80275,21
FARM_1154,"""3.64410654896593921847625097143463790416717529,36.4098""",0.66,827,19.8,Coconut,105,567,5,2,1.18,70251.3,12211,437,17.0,21573,18
FARM_1155,"""3.67388793161897364569767887587659060955047607,34.1486""",0.51,653,21.0,Tea,269,1877,4,0,0.66,333242.58,17294,670,12.7,134686,16
FARM_1156,"""1.18784355264139218633090422372333705425262451,41.1091""",0.68,334,25.7,Coconut,41,2998,0,0,1.4,172085.2,38195,471,17.6,55282,27
FARM_1157,"""-1.54702294324708367057041868974920362234115601,35.8152""",0.37,1018,25.9,Coffee,447,1139,0,0,0.58,295297.14,51085,545,15.2,103969,10
FARM_1158,"""-1.45235095610225384277214288886170834302902222,41.4342""",0.62,808,17.9,Sugarcane,75,2071,1,0,2.88,447336.0,62282,656,11.3,178189,32
FARM_1159,"""2.05138781349322663061229832237586379051208496,39.7395""",0.59,382,18.4,Coffee,370,850,2,1,0.52,163540.0,31255,698,11.0,68005,13
FARM_1160,"""3.64312541755896734940733949770219624042510986,40.1012""",0.42,654,24.8,Cotton,125,931,3,0,0.85,98918.75,16444,614,15.2,37672,17
FARM_1161,"""3.54990374566559108160390678676776587963104248,35.6117""",0.75,896,21.2,Maize,87,669,0,0,0.95,55292.85,6021,658,14.6,22071,16
FARM_1162,"""2.55284257647590262507719671702943742275238037,35.8736""",0.26,473,21.5,Coconut,118,711,2,0,1.01,84736.98,19451,538,13.5,29587,20
FARM_1163,"""1.27089430923487611835298594087362289428710938,38.1701""",0.32,931,15.8,Coconut,79,8660,1,0,0.97,663615.8,68298,733,9.7,285631,6
FARM_1164,"""-3.91749832554604582313118044112343341112136841,35.3768""",0.53,458,20.4,Cotton,152,2737,2,0,1.01,420184.24,23674,643,13.3,165097,8
FARM_1165,"""-3.19685295892009202489703056926373392343521118,36.4435""",0.82,807,21.4,Sorghum,42,288,1,0,0.77,9313.92,757,665,12.4,3745,20
FARM_1166,"""3.65655395330183718982652862905524671077728271,36.5717""",0.6,100,24.5,Potatoes,49,2486,0,0,1.29,157140.06,13474,787,12.1,71171,18
FARM_1167,"""0.93979025483418698883042452507652342319488525,35.2770""",0.79,936,20.7,Sugarcane,52,2607,3,0,2.33,315864.12,78187,657,13.6,125951,22
FARM_1168,"""-4.61446741996534459673284800373949110507965088,35.6415""",0.56,228,24.5,Sugarcane,139,9413,2,1,2.38,3114008.66,431415,763,10.2,1000000,12
FARM_1169,"""-3.75631465134590136756287392927333712577819824,40.3084""",0.75,998,21.4,Wheat,105,521,5,0,0.97,53063.85,8614,604,14.5,19987,18
FARM_1170,"""1.47056645270491959109904200886376202106475830,35.3376""",0.43,409,26.4,Wheat,91,2835,4,0,1.33,343120.05,82554,603,15.1,129099,17
FARM_1171,"""-4.65292727023016627896367936045862734317779541,34.2277""",0.77,1171,21.9,Wheat,55,1494,3,0,1.04,85456.8,10979,465,17.8,27239,14
FARM_1172,"""-3.20448512181726252734392801357898861169815063,39.0348""",0.48,726,20.2,Sugarcane,102,2083,1,0,1.26,267707.16,33694,550,13.6,94813,21
FARM_1173,"""0.40322424110925147999751061433926224708557129,41.8079""",0.59,954,19.4,Potatoes,51,3111,2,0,1.83,290349.63,18059,701,13.3,121100,25
FARM_1174,"""1.73462533854204714600655279355123639106750488,36.6497""",0.32,653,18.4,Sorghum,60,207,1,0,0.54,6706.8,1093,614,14.9,2554,23
FARM_1175,"""1.36323971337418559102161452756263315677642822,34.9492""",0.84,319,23.1,Maize,102,2721,2,0,0.89,247012.38,40388,700,10.3,102922,26
FARM_1176,"""-2.61429542201679421253857071860693395137786865,38.5631""",0.69,466,28.9,Maize,106,2811,4,0,1.25,372457.5,66717,627,15.6,143862,18
FARM_1177,"""1.92326675853208417521500450675375759601593018,41.2508""",0.8,817,24.7,Cotton,184,2109,2,1,0.62,240594.72,18670,515,16.7,81702,24
FARM_1178,"""-2.49358348627975923150756898394320160150527954,40.2725""",0.35,1425,23.4,Beans,144,593,3,0,0.7,59774.4,9925,609,12.4,22640,19
FARM_1179,"""-1.67378280711881011200148350326344370841979980,38.9801""",0.25,1061,17.7,Vegetables,67,1433,0,0,1.33,127694.63,6825,567,13.3,46130,21
FARM_1180,"""2.24237006759762458329987566685304045677185059,36.5205""",0.44,722,17.9,Tea,338,6291,0,0,0.93,1977512.94,281201,666,15.0,795949,21
FARM_1181,"""1.34158596113909656111218282603658735752105713,38.3350""",0.56,936,25.3,Potatoes,81,1574,0,0,1.37,174666.78,30729,620,12.9,66956,26
FARM_1182,"""3.19777771759585505151335382834076881408691406,34.7300""",0.76,754,23.6,Beans,144,3475,2,0,1.29,645516.0,79037,759,11.2,284834,14
FARM_1183,"""1.41579989839319342337375928764231503009796143,39.4316""",0.48,642,19.8,Coffee,390,2675,1,0,0.62,646815.0,137177,674,9.2,262499,15
FARM_1184,"""0.58527001101988584963464745669625699520111084,39.8008""",0.39,714,16.0,Wheat,71,4856,3,1,0.53,182731.28,14746,489,16.1,60073,10
FARM_1185,"""-3.82882465919874004356415753136388957500457764,41.7203""",0.46,558,21.3,Coffee,379,7714,2,0,0.82,2397356.92,471448,700,13.0,998899,13
FARM_1186,"""-1.28024303154726837306043307762593030929565430,36.0832""",0.69,718,18.9,Maize,117,230,3,0,0.92,24757.2,2316,758,10.9,10914,14
FARM_1187,"""-2.23361798055995341982793433999177068471908569,34.1477""",0.44,790,20.2,Tea,387,879,2,0,1.28,435421.44,108577,649,12.0,172173,19
FARM_1188,"""-2.43089631657452276414232983370311558246612549,38.3649""",0.89,683,17.5,Beans,103,1704,0,0,0.51,89511.12,16368,679,12.9,36513,15
FARM_1189,"""4.34899815919774379580076129059307277202606201,39.6543""",0.32,580,24.8,Coconut,98,12239,2,0,1.2,1439306.4,103338,721,10.7,612305,12
FARM_1190,"""-1.04419116059912830962730367900803685188293457,40.3233""",0.73,567,19.9,Sorghum,88,4644,1,1,0.32,130775.04,12514,521,14.2,44736,25
FARM_1191,"""3.59603296314715326076338897109962999820709229,35.5499""",0.61,630,23.8,Tea,304,2753,1,0,1.31,1096354.72,240212,555,14.2,390576,14
FARM_1192,"""1.16958922177454560653586668195202946662902832,36.0940""",0.36,727,23.4,Sugarcane,121,2798,3,0,2.41,815924.78,53086,714,13.2,344728,14
FARM_1193,"""2.69174512293733059209444036241620779037475586,38.1007""",0.73,577,20.0,Tea,279,656,0,0,0.66,120795.84,15314,623,12.7,46456,14
FARM_1194,"""-0.02547503412171359116200619610026478767395020,36.6448""",0.51,831,21.4,Tomatoes,57,2784,1,1,1.58,250727.04,16594,497,15.9,83262,20
FARM_1195,"""0.66520612702514014813459652941673994064331055,40.8841""",0.68,291,28.2,Vegetables,109,371,2,0,1.58,63893.62,10455,543,16.3,22443,16
FARM_1196,"""-0.11958544748456567674566031200811266899108887,37.7901""",0.66,751,18.4,Tomatoes,100,1912,1,0,1.19,227528.0,14954,710,9.6,95751,13
FARM_1197,"""-2.88424021347818637650561868213117122650146484,40.3966""",0.28,942,19.1,Vegetables,102,2624,2,0,1.76,471060.48,92648,624,13.4,181358,29
FARM_1198,"""2.01880467193200008324538430315442383289337158,38.6450""",0.79,1142,14.6,Tomatoes,42,3921,1,0,1.68,276665.76,63039,769,10.5,123232,10
FARM_1199,"""-2.08881702930004120588591831619851291179656982,40.1847""",0.68,680,21.5,Cotton,161,405,0,0,0.58,37818.9,4343,625,12.6,14576,30
FARM_1200,"""-4.47386151218747940561115683522075414657592773,36.6614""",0.75,862,14.7,Sugarcane,79,1180,0,0,1.5,139830.0,14220,821,8.0,65312,8
FARM_1201,"""1.30289235193666108614252152619883418083190918,40.6513""",0.51,751,20.3,Tomatoes,103,502,0,0,1.26,65149.56,12765,710,10.6,27417,30
FARM_1202,"""-3.05287068151444485053502830851357430219650269,36.1966""",0.34,954,15.7,Beans,155,5801,4,0,1.27,1141926.85,62779,524,15.9,392062,18
FARM_1203,"""4.04626483448210283455637181759811937808990479,38.3688""",0.43,638,24.5,Coffee,443,8520,0,0,0.51,1924923.6,162506,602,13.9,723450,28
FARM_1204,"""4.17153576612406329360283052665181457996368408,35.7121""",0.83,822,21.4,Sorghum,51,3923,3,0,0.52,104037.96,6083,665,12.6,41832,22
FARM_1205,"""3.80823882905017097044719776022247970104217529,37.8042""",0.86,157,12.0,Cotton,212,507,2,0,0.47,50517.48,11062,569,14.0,18292,19
FARM_1206,"""-1.25752408762436695965902799798641353845596313,36.5454""",0.54,946,18.6,Tea,318,1599,1,1,1.04,528821.28,103141,550,16.0,187291,18
FARM_1207,"""-4.55625346628153327088739388273097574710845947,36.1336""",0.41,730,20.3,Maize,119,2793,2,0,1.37,455342.79,103260,615,13.0,173599,23
FARM_1208,"""3.93336263206584657581288411165587604045867920,41.7359""",0.71,524,23.8,Sugarcane,88,2136,1,0,1.99,374056.32,30504,553,15.2,132946,21
FARM_1209,"""-0.71788742064897670402956464386079460382461548,35.2806""",0.74,767,25.0,Vegetables,75,2742,1,0,1.55,318757.5,35534,517,14.6,108510,22
FARM_1210,"""4.28988981710612815589911406277678906917572021,40.2986""",0.77,1052,23.4,Tomatoes,39,2013,0,0,0.94,73796.58,4820,712,13.0,31118,20
FARM_1211,"""4.26166578693005160261009223177097737789154053,41.8733""",0.22,459,23.1,Beans,136,2126,1,0,0.51,147459.36,33446,524,14.6,50628,17
FARM_1212,"""3.23298793584644883480905264150351285934448242,34.1592""",0.21,475,23.4,Beans,134,632,2,0,0.6,50812.8,4955,746,10.4,22146,7
FARM_1213,"""-1.96162530375285326655898643366526812314987183,39.5922""",0.45,291,24.3,Coconut,103,3731,1,0,1.39,534167.27,102982,503,15.5,178723,18
FARM_1214,"""-1.11859112400209514959215084672905504703521729,36.0233""",0.31,475,22.0,Tomatoes,46,308,2,0,1.71,24227.28,1958,618,14.7,9267,30
FARM_1215,"""3.21557104510676960984483230276964604854583740,34.3239""",0.76,460,21.2,Coffee,408,3939,1,1,1.05,1687467.6,84750,638,13.0,659519,27
FARM_1216,"""-1.75262535204661773491352505516260862350463867,37.2231""",0.57,649,22.6,Wheat,93,200,2,0,1.28,23808.0,5249,694,13.8,9860,18
FARM_1217,"""-3.12371745581933968338717022561468183994293213,41.4817""",0.78,710,26.1,Cotton,184,5095,1,1,0.9,843732.0,200442,559,15.2,301986,25
FARM_1218,"""0.47825174086265676010043534915894269943237305,34.0941""",0.32,348,13.8,Maize,101,1655,0,0,0.93,155454.15,35590,629,14.8,60174,19
FARM_1219,"""4.00623939969526343674033341812901198863983154,38.7031""",0.64,778,14.0,Coffee,296,1138,2,1,0.69,232425.12,19059,321,20.7,60140,20
FARM_1220,"""1.77307710907724924709327751770615577697753906,38.0112""",0.61,762,24.0,Beans,127,5011,2,1,1.05,668216.85,146836,549,14.9,236382,21
FARM_1221,"""0.60156888183109469281362180481664836406707764,40.9871""",0.44,756,18.9,Tomatoes,71,3301,3,0,1.2,281245.2,50604,796,9.7,128435,16
FARM_1222,"""-3.79625860793185276875760791881475597620010376,34.6720""",0.56,480,22.2,Wheat,65,1056,3,0,0.66,45302.4,11047,791,10.9,20594,14
FARM_1223,"""1.01956720830227887120145169319584965705871582,39.4522""",0.61,1180,21.9,Tea,295,7220,1,0,1.24,2641076.0,231318,659,16.0,1000000,15
FARM_1224,"""4.50750080596964952661664938204921782016754150,39.4409""",0.82,857,29.6,Beans,146,1645,1,0,0.78,187332.6,17812,854,9.4,90076,13
FARM_1225,"""-3.39721865830032676569771865615621209144592285,39.3526""",0.24,364,24.4,Cotton,181,1668,2,0,0.78,235488.24,54412,787,10.5,106657,21
FARM_1226,"""0.12046576698275224259759852429851889610290527,41.5387""",0.78,301,25.5,Sorghum,88,2227,3,0,0.92,180297.92,43469,706,12.4,75575,20
FARM_1227,"""3.45956956892998679364836789318360388278961182,40.5847""",0.89,497,20.9,Sorghum,83,2187,1,0,0.71,128879.91,16960,754,9.3,56600,22
FARM_1228,"""2.18914814511410149577841366408392786979675293,34.3358""",0.71,722,19.2,Tomatoes,69,1895,0,0,1.58,206592.9,50888,802,10.2,94861,17
FARM_1229,"""1.78224639125599271238797882688231766223907471,37.7687""",0.72,1061,19.0,Beans,93,3759,1,0,1.21,423000.27,27462,650,12.2,167438,23
FARM_1230,"""1.83310198108011679352102873963303864002227783,37.1836""",0.35,530,26.3,Cotton,147,1249,2,1,1.06,194619.18,36386,668,11.5,78496,18
FARM_1231,"""-1.35673229365627667775129339133854955434799194,36.4812""",0.57,312,23.8,Vegetables,67,3890,0,0,1.23,320574.9,67478,666,12.7,129031,18
FARM_1232,"""-1.96959584834021184107655244588386267423629761,37.6107""",0.69,772,22.3,Sugarcane,120,666,4,0,1.91,152647.2,34624,490,16.2,50246,19
FARM_1233,"""2.82705874595017725425805110717192292213439941,37.0736""",0.62,582,28.0,Wheat,71,1845,1,0,1.3,170293.5,20782,774,11.2,76206,16
FARM_1234,"""2.83405457051638176579899663920514285564422607,37.4587""",0.47,727,21.5,Potatoes,45,2369,2,0,2.26,240927.3,44522,676,13.2,97977,17
FARM_1235,"""3.36377256279496439361764714703895151615142822,41.8341""",0.86,659,19.3,Vegetables,124,852,1,0,1.28,135229.44,31371,639,12.9,52909,14
FARM_1236,"""3.79313713877518399186783426557667553424835205,34.7091""",0.56,632,20.8,Beans,136,1351,0,0,1.19,218645.84,54414,634,12.5,85090,23
FARM_1237,"""0.05548430940672144373593255295418202877044678,41.3778""",0.88,956,25.8,Coffee,337,3022,2,1,1.02,1038782.28,242215,592,16.8,386081,15
FARM_1238,"""-0.03589845940904368148949288297444581985473633,37.8419""",0.59,847,17.2,Tea,274,734,2,1,0.88,176982.08,35106,511,15.9,59805,25
FARM_1239,"""2.72414516439100928835159720620140433311462402,38.9899""",0.76,753,21.8,Coconut,119,3364,1,0,0.82,328259.12,58097,720,10.9,139510,16
FARM_1240,"""1.34466455623321579082585230935364961624145508,40.6415""",0.72,161,27.6,Coffee,314,2736,2,0,0.72,618554.88,122960,515,14.5,210051,18
FARM_1241,"""1.82829195849664127848654970875941216945648193,36.8837""",0.66,636,23.4,Sorghum,49,1488,1,0,0.5,36456.0,4277,481,16.6,11863,16
FARM_1242,"""2.70087182575574047405098099261522293090820312,37.4434""",0.21,916,21.3,Coconut,70,1093,6,2,1.12,85691.2,16710,792,11.0,38989,20
FARM_1243,"""3.57704967890336700264697356033138930797576904,37.2761""",0.25,456,28.7,Sugarcane,56,727,1,0,2.6,105851.2,6765,602,13.8,39782,21
FARM_1244,"""-1.55664504128071712329983711242675781250000000,36.9978""",0.61,642,23.2,Sugarcane,65,8751,1,0,1.27,722395.05,178599,583,14.9,265781,18
FARM_1245,"""-1.20707854044852069819171447306871414184570312,41.4042""",0.84,686,16.4,Wheat,85,1128,2,0,1.1,105468.0,21488,732,11.0,45351,17
FARM_1246,"""-3.82596795947991852315794858441222459077835083,40.6314""",0.62,756,21.4,Wheat,96,425,5,0,0.58,23664.0,4173,516,15.2,8046,28
FARM_1247,"""0.67800531126441843099428297136910259723663330,34.8720""",0.37,597,26.3,Maize,70,530,0,0,0.75,27825.0,3713,782,11.5,12544,23
FARM_1248,"""-4.36573685369029895753101300215348601341247559,34.8650""",0.42,804,22.6,Vegetables,93,2090,1,1,1.67,324597.9,21210,686,12.4,133356,27
FARM_1249,"""-0.36993843136812021299419939168728888034820557,37.4230""",0.64,795,27.4,Sugarcane,114,930,4,1,1.77,187655.4,22084,802,10.6,86165,14
FARM_1250,"""0.34659510278046301579024657257832586765289307,34.7893""",0.62,471,18.2,Sorghum,81,416,3,0,0.77,25945.92,5685,398,16.6,7546,17
FARM_1251,"""-2.03516635520695476913033417076803743839263916,38.9527""",0.87,502,21.7,Wheat,91,672,0,0,1.36,83166.72,10632,758,9.8,36663,22
FARM_1252,"""0.79474932329179992507306451443582773208618164,35.1495""",0.57,743,23.2,Tomatoes,116,4578,3,0,1.26,669120.48,161350,638,11.9,261515,19
FARM_1253,"""-4.41634767556684071365680210874415934085845947,38.1790""",0.45,1066,17.6,Beans,131,3886,4,1,0.66,335983.56,51851,506,16.9,112834,12
FARM_1254,"""-4.35266184463230576540127003681845963001251221,34.0578""",0.57,950,22.0,Sorghum,55,408,1,0,0.49,10995.6,2490,710,12.9,4627,16
FARM_1255,"""2.95018521413482215365320371347479522228240967,36.5328""",0.75,558,23.5,Beans,109,205,3,0,1.04,23238.8,5108,591,14.3,8627,23
FARM_1256,"""-1.35022703487525497223487036535516381263732910,39.4175""",0.58,499,17.6,Coffee,292,7322,0,0,0.53,1133152.72,111696,692,12.4,468370,21
FARM_1257,"""-3.51833723233747175385133232339285314083099365,37.8723""",0.43,605,16.8,Maize,83,458,3,0,0.68,25849.52,2869,692,12.6,10684,24
FARM_1258,"""0.15686231850968113121780334040522575378417969,41.8262""",0.44,1083,26.2,Tomatoes,103,1004,0,0,1.95,201653.4,18187,688,11.7,83014,21
FARM_1259,"""2.46094004381708142403795136488042771816253662,40.9928""",0.73,696,22.4,Tomatoes,102,1635,1,1,1.44,240148.8,19629,834,9.0,113470,19
FARM_1260,"""-2.69286444427935833800802356563508510589599609,36.8726""",0.25,745,13.8,Tomatoes,91,351,0,0,1.77,56535.57,5336,601,14.7,21224,24
FARM_1261,"""1.09288142511670294254599866690114140510559082,34.3639""",0.39,494,19.6,Tea,214,2183,2,0,0.98,457818.76,95540,730,12.0,196481,17
FARM_1262,"""-3.90626857555795758969452435849234461784362793,40.7650""",0.31,706,22.3,Tea,229,453,1,0,0.68,70541.16,4770,755,12.8,31009,24
FARM_1263,"""-4.21935999313194898263645882252603769302368164,41.2899""",0.86,320,14.0,Cotton,196,938,4,0,1.09,200394.32,39629,750,12.3,87673,17
FARM_1264,"""0.24159807358377616282041344675235450267791748,40.5650""",0.26,353,18.8,Vegetables,48,11807,0,0,0.81,459056.16,45593,800,9.8,210401,17
FARM_1265,"""0.32790663097399086467476081452332437038421631,35.0236""",0.73,720,20.9,Tea,244,1202,0,0,1.37,401804.56,60343,647,10.2,158545,20
FARM_1266,"""1.22809808393332087206317737582139670848846436,41.9833""",0.64,758,20.9,Wheat,105,1500,3,0,1.19,187425.0,10870,617,12.0,71612,12
FARM_1267,"""2.05264940362075254398632750962860882282257080,36.0687""",0.64,595,18.3,Sorghum,78,460,0,0,0.54,19375.2,3709,772,9.6,8654,30
FARM_1268,"""4.37542433900157146098308658110909163951873779,39.7936""",0.73,779,21.5,Tea,282,200,1,0,0.85,47940.0,3844,696,12.2,19895,21
FARM_1269,"""0.10159323920111695827017683768644928932189941,41.2643""",0.48,377,20.6,Coconut,117,4348,2,0,1.38,702028.08,147230,618,15.6,268526,27
FARM_1270,"""-1.69650480164641237479372648522257804870605469,35.8855""",0.48,613,21.3,Maize,80,3866,2,0,0.71,219588.8,15409,532,16.7,76124,26
FARM_1271,"""2.69523161134894451151922112330794334411621094,41.2661""",0.4,540,23.1,Tea,239,2317,1,0,0.78,431935.14,38121,524,16.8,148298,17
FARM_1272,"""-2.18126006326270971413805455085821449756622314,36.4759""",0.62,678,15.5,Vegetables,95,1549,0,0,1.68,247220.4,57973,620,14.3,94768,17
FARM_1273,"""-0.61756578743758439031807938590645790100097656,41.8113""",0.85,624,24.5,Tea,374,1960,1,0,0.66,483806.4,91186,614,11.1,184250,13
FARM_1274,"""-3.97035565351692687485751775966491550207138062,36.2501""",0.85,1266,23.8,Wheat,93,7127,1,0,0.65,430827.15,29560,601,12.2,161740,21
